SH4,PRODUTO
8459,"Máquinas-ferramentas (incluídas as unidades com cabeça deslizante) para furar, escarear, fresar ou roscar, interior ou exteriormente, metais, por eliminação de matéria, exceto os tornos (incluídos os centros de torneamento) da posição 8458"
8460,"Máquinas-ferramentas para rebarbar, afiar, amolar, rectificar, brunir ou polir ou realizar outras operações de acabamento em metais ou ceramais (cermets) por meio de mós, de abrasivos ou de produtos polidores, exceto as máquinas de cortar ou acabar engre"
8461,"Máquinas-ferramentas para aplainar, plainas-limadoras, máquinas-ferramentas para escatelar, mandrilar, cortar ou acabar engrenagens, serrar, seccionar e outras máquinas-ferramentas que operem por eliminação de metal ou de ceramais (cermets), não especific"
8462,"Máquinas-ferramentas (incluídas as prensas) para forjar ou estampar, martelos, martelos-pilões e martinetes, para trabalhar metais; máquinas- -ferramentas (incluídas as prensas) para enrolar, arquear, dobrar, endireitar, aplanar, cisalhar, puncionar ou ch"
8463,"Outras máquinas-ferramentas para trabalhar metais ou ceramais (cermets), operando sem eliminação de matéria"
8464,"Máquinas-ferramentas para trabalhar pedra, produtos cerâmicos, betão (concreto), fibrocimento ou matérias minerais semelhantes, ou para o trabalho a frio do vidro"
8465,"Máquinas-ferramentas (incluídas as máquinas para pregar, grampear, colar ou reunir por qualquer outro modo) para trabalhar madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes"
8466,"Partes e acessórios reconhecíveis como exclusiva ou principalmente destinados às máquinas das posições 8456 a 8465, incluídos os porta-peças e porta-ferramentas, as fieiras de abertura automática, os dispositivos divisores e outros dispositivos especiais,"
8467,"Ferramentas pneumáticas, hidráulicas ou de motor (eléctrico ou não eléctrico) incorporado, de uso manual"
8468,"Máquinas e aparelhos para soldar, mesmo de corte, exceto os da posição 8515; máquinas e aparelhos a gás para têmpera superficial"
8469,Máquinas de escrever exceto as impressoras da posição 8471; máquinas de tratamento de textos
8470,"Máquinas de calcular e máquinas de bolso que permitem gravar, reproduzir e visualizar informações, com função de cálculo incorporada; máquinas de contabilidade, máquinas de franquear, de emitir bilhetes e máquinas semelhantes, com dispositivo de cálculo i"
8471,"Máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posiç"
8472,"Outras máquinas e aparelhos de escritório [por exemplo: duplicadores hectográficos ou a stencil, máquinas para imprimir endereços, distribuidores automáticos de papel-moeda, máquinas para seleccionar, contar ou empacotar moedas, afiadores (apontadores) me"
8473,"Partes e acessórios (exceto estojos, capas e semelhantes), reconhecíveis como exclusiva ou principalmente destinados às máquinas e aparelhos das posições 8469 a 8472"
8474,"Máquinas e aparelhos, para seleccionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minérios ou outras substâncias minerais sólidas (incluídos os pós e pastas); máquinas para aglomerar ou moldar combustíveis minerais sólid"
8475,"Máquinas para montagem de lâmpadas, tubos ou válvulas, elétricos ou electrónicos, ou de lâmpadas de luz-relâmpago (flash), que tenham invólucro de vidro; máquinas para fabricação ou trabalho a quente do vidro ou das suas obras"
8476,"Máquinas automáticas de venda de produtos (por exemplo: selos, cigarros, alimentos ou bebidas), incluídas as máquinas de trocar dinheiro"
8477,"Máquinas e aparelhos, para trabalhar borracha ou plástico ou para fabricação de produtos dessas matérias, não especificados nem compreendidos em outras posições deste capítulo"
8478,"Máquinas e aparelhos, para preparar ou transformar tabaco, não especificados nem compreendidos em outras posições deste capítulo"
8479,"Máquinas e aparelhos, mecânicos, com função própria, não especificados nem compreendidos em outras posições deste capítulo"
8480,"Caixas de fundição; placas de fundo para moldes; modelos para moldes; moldes para metais (exceto lingoteiras), carbonetos metálicos, vidro, matérias minerais, borracha ou plástico"
8481,"Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes"
8482,"Rolamentos de esferas, de roletes ou de agulhas"
8483,"Veios (árvores) de transmissão [incluídas as árvores de cames (excênticos) e cambotas (virabrequins)] e manivelas; chumaceiras (mancais) e bronzes; engrenagens e rodas de fricção; eixos de esferas ou de roletes; redutores, multiplicadores, caixas de trans"
8484,"Juntas metaloplásticas; jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes; juntas de vedação mecânicas"
8485,"Partes de máquinas ou de aparelhos, não especificadas nem compreendidas em outras posições do presente capítulo, não contendo conexões elétricas, partes isoladas electricamente, bobinas, contactos nem quaisquer outros elementos com características elétric"
8486,"Máquinas e aparelhos dos tipos utilizados exclusiva ou principalmente na fabricação de ""esferas"" (boules) ou de plaquetas (wafers), de dispositivos semicondutores, de circuitos integrados eletrônicos, etc"
8487,"Partes de máquinas ou de aparelhos, não especificadas nem compreendidas noutras posições do presente Capítulo, que não contenham conexões elétricas, partes isoladas eletricamente, bobinas, contatos nem quaisquer outros elementos com características elétri"
8501,"Motores e geradores, elétricos, exceto os grupos electrogéneos"
8502,"Grupos electrogéneos e conversores rotativos, elétricos"
8503,Partes reconhecíveis como destinadas às máquinas das posições 8501 ou 8502
8504,"Transformadores elétricos, conversores elétricos estáticos (rectificadores, por exemplo), bobinas de reactância e de auto-indução"
8505,"Electroímanes; ímanes permanentes e artefactos destinados a tornarem-se ímanes permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou electromagnéticos, de fixação; acoplamentos, embraiagens, variadores de velocidade e fr"
8506,"Pilhas e baterias de pilhas, elétricas"
8507,"Acumuladores elétricos e seus separadores, mesmo de forma quadrada ou rectangular"
8508,Aspiradores
8509,"Aparelhos electromecânicos com motor eléctrico incorporado, de uso doméstico"
8510,"Aparelhos ou máquinas de barbear e máquinas de cortar o cabelo ou de tosquiar e aparelhos ou máquinas de depilar, de motor eléctrico incorporado"
8511,"Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por faísca ou por compressão (por exemplo, magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque); geradores (dínamos e"
8512,"Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 8539), limpadores de pára-brisas, degeladores e desembaciadores elétricos, dos tipos utilizados em ciclos e automóveis"
8513,"Lanternas elétricas portáteis destinadas a funcionar por meio da sua própria fonte de energia (por exemplo: de pilhas, de acumuladores, de magnetos), excluídos os aparelhos de iluminação da posição 8512"
8514,"Fornos elétricos industriais ou de laboratório, incluídos os que funcionam por indução ou por perdas dielétricas; outros aparelhos industriais ou de laboratório, para tratamento térmico de matérias por indução ou por perdas dielétricas"
8515,"Máquinas e aparelhos para soldar (mesmo de corte) elétricos (incluídos os a gás aquecido electricamente), a laser ou outros feixes de luz ou de fotões, a ultra-som, a feixe de electrões, a impulsos magnéticos ou a jacto de plasma; máquinas e aparelhos el"
8516,"Aquecedores elétricos de água, incluídos os de imersão; aparelhos elétricos para aquecimento de ambientes, do solo ou para usos semelhantes; aparelhos electrotérmicos para arranjos do cabelo (por exemplo: secadores de cabelo, frisadores, aquecedores de "
8517,"Aparelhos elétricos para telefonia ou telegrafia por fios, incluídos os aparelhos telefónicos por fio combinados com auscultadores sem fio e os aparelhos de telecomunicação por corrente portadora ou de telecomunicação digital; videofones"
8518,"Microfones e seus suportes; altifalantes, mesmo montados nos seus receptáculos; capacetes com auscultadores e auscultadores, mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou vários altifalantes; amplificador"
8519,"Gira-discos, electrofones, leitores de cassetes e outros aparelhos de reprodução de som, sem dispositivo de gravação de som"
8520,"Gravadores de suportes magnéticos e outros aparelhos de gravação de som, mesmo com dispositivo de reprodução de som incorporado"
8521,"Aparelhos videofónicos de gravação ou de reprodução, mesmo incorporando um receptor de sinais videofónicos"
8522,Partes e acessórios reconhecíveis como sendo exclusiva ou principalmente destinados aos aparelhos das posições 8519 a 8521
8523,"Suportes preparados para gravação de som ou para gravações semelhantes, não gravados, exceto os produtos do Capítulo 37"
8524,"Discos, fitas e outros suportes para gravação de som ou para gravações semelhantes, gravados, incluídos os moldes e matrizes galvânicos para fabricação de discos, com exclusão dos produtos do Capítulo 37"
8525,"Aparelhos emissores (transmissores) para radiotelefonia, radiotelegrafia, radiodifusão ou televisão, mesmo incorporando um aparelho de recepção ou um aparelho de gravação ou de reprodução de som; câmaras de televisão; câmaras de video de imagens fixas e o"
8526,"Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando"
8527,"Aparelhos receptores para radiotelefonia, radiotelegrafia ou radiodifusão, mesmo combinados, num mesmo gabinete ou invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio"
8528,"Aparelhos receptores de televisão, mesmo incorporando um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens; monitores e projectores de video"
8529,Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528
8530,"Aparelhos elétricos de sinalização (excluídos os de transmissão de mensagens), de segurança, de contrôle ou de comando, para vias férreas ou semelhantes, vias terrestres ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para"
8531,"Aparelhos elétricos de sinalização acústica ou visual (por exemplo: campainhas, sirenes, quadros indicadores, aparelhos de alarme para protecção contra roubo ou incêndio), exceto os das posições 8512 ou 8530"
8532,"Condensadores elétricos, fixos, variáveis ou ajustáveis"
8533,"Resistências elétricas (incluídos os reóstatos e os potenciómetros), exceto de aquecimento"
8534,Circuito impresso
8535,"Aparelhos para interrupção, seccionamento, protecção, derivação, ligação ou conexão de circuitos elétricos (por exemplo: interruptores, comutadores, corta-circuitos, pára-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente, caixas de "
8536,"Aparelhos para interrupção, seccionamento, protecção, derivação, ligação ou conexão de circuitos elétricos (por exemplo: interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, tomadas de corrente, machos e fêmeas, suportes para lâmpada"
8537,"Quadros, painéis, consolas, cabinas, armários e outros suportes, com dois ou mais aparelhos das posições 8535 ou 8536, para comando eléctrico ou distribuição de energia eléctrica, incluídos os que incorporem instrumentos ou aparelhos do Capítulo 90, assim"
8538,"Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535, 8536 ou 8537"
8539,"Lâmpadas e tubos elétricos de incandescência ou de descarga, incluídos os artigos denominados « faróis e projectores, em unidades seladas » e as lâmpadas e tubos de raios ultravioleta ou infravermelhos; lâmpadas de arco"
8540,"Lâmpadas, tubos e válvulas electrónicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo: lâmpadas, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas rectificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmaras de tel"
8541,"Díodos, transístores e dispositivos semelhantes com semicondutores; dispositivos fotossensíveis semicondutores, incluídas as células fotovoltaicas, mesmo montadas em módulos ou em painéis; díodos emissores de luz; cristais piezoelétricos montados"
8542,Circuitos integrados e microconjuntos electrónicos
8543,"Máquinas e aparelhos, elétricos, com função própria, não especificados nem compreendidos em outras posições do presente capítulo"
8544,"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluídos os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mes"
8545,"Eléctrodos de carvão, escovas de carvão, carvões para lâmpadas ou para pilhas e outros artigos de grafite ou de carvão, com ou sem metal, para usos elétricos"
8546,"Isoladores de qualquer matéria, para usos elétricos"
8547,"Peças isolantes, inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas, exceto os isoladores da posição 8546; tubos isolado"
8548,"Desperdícios e resíduos de pilhas, de baterias de pilhas e de acumuladores, elétricos; pilhas, baterias de pilhas e acumuladores, elétricos, inservíveis; partes elétricas de máquinas e aparelhos, não especificadas nem compreendidas em outras posições d"
8549,"Desperdícios e resíduos, e sucata, elétricos e eletrônicos"
8601,"Locomotivas e locotractores, de fonte externa de electricidade ou de acumuladores elétricos"
8602,Outras locomotivas e locotractores; tênderes
8603,"Automotoras, mesmo para circulação urbana, exceto as da posição 8604"
8604,"Veículos para inspeção e manutenção de vias férreas ou semelhantes, mesmo autopropulsores"
8605,"Vagões de passageiros, furgões para bagagem, vagões-postais, e outros vagões especiais, para vias férreas ou semelhantes"
8606,Vagões para transporte de mercadorias sobre vias férreas
8607,Partes de veículos para vias férreas ou semelhantes
8608,"Material fixo de vias férreas ou semelhantes; aparelhos de sinalização, segurança, controle ou comando para vias férreas, rodoviárias ou fluviais"
8609,"Contêineres, incluindo os de transporte de fluidos, especialmente concebidos e equipados para um ou vários meios de transporte"
8701,Tractores (exceto os da posição 8709)
8702,"Veículos automóveis para o transporte de dez pessoas ou mais, incluíndo o condutor"
8703,"Automóveis de passageiros e outros veículos automóveis principalmente concebidos para o transporte de pessoas (exceto os da posição 8702), incluídos os veículos de uso misto (station wagons) e os automóveis de corrida"
8704,Veículos automóveis para transporte de mercadorias
8705,"Veículos automóveis para usos especiais (por exemplo: auto-socorros, camiões-guindastes, veículos de combate a incêndio, camiões-betoneiras, veículos para varrer, veículos para espalhar, veículos-oficinas, veículos radiológicos), exceto os concebidos pri"
8706,"Chassis, com motor, para veículos automóveis das posições 87.01 a 87.05"
8707,"Carroçarias para os veículos automóveis das posições 8701 a 8705, incluídas as cabinas"
8708,Partes e acessórios dos veículos automóveis das posições 8701 a 8705
8709,"Veículos automóveis sem dispositivo de elevação, dos tipos utilizados em fábricas, armazéns, portos ou aeroportos, para o transporte de mercadorias a curtas distâncias; carros-tractores dos tipos utilizados nas estações ferroviárias; suas partes"
8710,"Veículos e carros blindados de combate, armados ou não, e suas partes"
8711,"Motocicletas (incluídos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral; carros laterais"
8712,"Bicicletas e outros ciclos (incluídos os triciclos), sem motor"
8713,"Cadeiras de rodas e outros veículos para inválidos, mesmo com motor ou outro mecanismo de propulsão"
8714,Partes e acessórios dos veículos das posições 8711 a 8713
8715,"Carrinhos e veículos semelhantes para transporte de crianças, e suas partes"
8716,Reboques e semi-reboques para quaisquer veículos; outros veículos não autopropulsores; suas partes
8801,"Balões e dirigíveis; planadores, asas voadoras e outros veículos aéreos, não concebidos para propulsão a motor"
8802,"Outros veículos aéreos (por exemplo: helicópteros, aviões); veículos espaciais (incluídos os satélites) e seus veículos de lançamento e veículos suborbitais"
8803,Partes dos veículos e aparelhos das posições 8801 ou 8802
8804,Pára-quedas (incluindo os pára-quedas dirigíveis e os parapentes) e os pára-quedas giratórios; suas partes e acessórios
8805,Aparelhos e dispositivos para lançamento de veículos aéreos; aparelhos e dispositivos para aterragem de veículos aéreos em porta-aviões e aparelhos e dispositivos semelhantes; aparelhos simuladores de voo em terra; suas partes
8806,Veículos aéreos (aeronaves) não tripulados
8807,"Partes dos aparelhos das posições 88.01, 88.02 ou 88.06"
8901,"Transatlânticos, barcos de cruzeiro, ferry-boats, cargueiros, chatas e embarcações semelhantes, para o transporte de pessoas ou de mercadorias"
8902,Barcos de pesca; navios-fábricas e outras embarcações para o tratamento ou conservação de produtos da pesca
8903,Iates e outros barcos e embarcações de recreio ou de desporto; barcos a remos e canoas
8904,Rebocadores e barcos concebidos para empurrar outras embarcações
8905,"Barcos-faróis, barcos-bombas, dragas, guindastes flutuantes e outras embarcações em que a navegação é acessória da função principal; docas flutuantes; plataformas de perfuração ou de exploração, flutuantes ou submersíveis"
8906,"Outras embarcações, incluídos os navios de guerra e os barcos salva-vidas, exceto os barcos a remos"
8907,"Outras estruturas flutuantes (por exemplo: balsas, reservatórios, caixões, bóias de amarração, bóias de sinalização e semelhantes)"
8908,"Embarcações e outras estruturas flutuantes, a serem desmanteladas"
9001,"Fibras ópticas e feixes de fibras ópticas; cabos de fibras ópticas, exceto os da posição 8544; matérias polarizantes, em folhas ou em placas; lentes (incluídas as de contacto), prismas, espelhos e outros elementos de óptica de qualquer matéria, não monta"
9002,"Lentes, prismas, espelhos e outros elementos de óptica, de qualquer matéria, montados, para instrumentos e aparelhos, exceto os de vidro não trabalhado opticamente"
9003,"Armações para óculos e artigos semelhantes, e suas partes"
9004,"Óculos para correcção, protecção ou outros fins, e artigos semelhantes"
9005,"Binóculos, lunetas, incluídas as astronómicas, telescópios ópticos, e suas armações; outros instrumentos de astronomia e suas armações, exceto os aparelhos de radioastronomia"
9006,"Aparelhos fotográficos; aparelhos e dispositivos, incluindo as lâmpadas e tubos de luz-relâmpago (flash) para fotografia, exceto as lâmpadas e tubos de descarga da posição 8539"
9007,"Câmaras e projectores, cinematográficos, mesmo com aparelhos de gravação ou de reprodução de som incorporados"
9008,"Aparelhos de projecção fixa; aparelhos fotográficos, de ampliação ou de redução"
9009,"Aparelhos de fotocópia, por sistema óptico ou por contacto, e aparelhos de termocópia"
9010,"Aparelhos e material dos tipos usados nos laboratórios fotográficos ou cinematográficos (incluídos os aparelhos para projecção ou execução de traçados de circuitos sobre superfícies sensibilizadas de materiais semicondutores), não especificados nem compre"
9011,"Microscópios ópticos, incluídos os microscópios para fotomicrografia, cinefotomicrografia ou microprojecção"
9012,"Microscópios, exceto ópticos; difractógrafos"
9013,"Dispositivos de cristais líquidos que não constituam artigos compreendidos mais especificamente em outras posições; lasers, exceto díodos laser; outros aparelhos e instrumentos de óptica, não especificados nem compreendidos em outras posições do presente"
9014,"Bússolas, incluídas as agulhas de marear; outros instrumentos e aparelhos de navegação"
9015,"Instrumentos e aparelhos de geodesia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bússolas; telémetros"
9016,"Balanças sensíveis a pesos >= 5 cg, com ou sem pesos"
9017,"Instrumentos de desenho, de traçado ou de cálculo (por exemplo: máquinas de desenhar, pantógrafos, transferidores, estojos de desenho geométrico, réguas de cálculo e discos de cálculo); instrumentos de medida de distâncias de uso manual (por exemplo: metr"
9018,"Instrumentos e aparelhos para medicina, cirurgia, odontologia e veterinária, incluídos os aparelhos de cintilografia e outros aparelhos electromédicos, bem como os aparelhos para testes visuais"
9019,"Aparelhos de mecanoterapia; aparelhos de massagem; aparelhos de psicotécnica; aparelhos de ozonoterapia, de oxigenoterapia, de aerossolterapia, aparelhos respiratórios de reanimação e outros aparelhos de terapia respiratória"
9020,"Outros aparelhos respiratórios e máscaras contra gases, exceto as de proteção desprovidas de mecanismo e de elemento filtrante amovível"
9021,"Artigos e aparelhos ortopédicos, incluídas as cintas e fundas médico-cirúrgicas e as muletas; talas, goteiras e outros artigos e aparelhos para fracturas; artigos e aparelhos de prótese; aparelhos para facilitar a audição dos surdos e outros aparelhos par"
9022,"Aparelhos de raios X e aparelhos que utilizem as radiações alfa, beta ou gama, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluídos os aparelhos de radiofotografia ou de radioterapia, os tubos de raios X e outros dispositivos gera"
9023,"Instrumentos, aparelhos e modelos, concebidos para demonstração (por exemplo, no ensino e nas exposições), não suscetíveis de outros usos"
9024,"Máquinas e aparelhos para ensaios de dureza, tracção, compressão, elasticidade e de outras propriedades mecânicas de materiais (por exemplo: metais, madeira, têxteis, papel, plásticos)"
9025,"Densímetros, areómetros, pesa-líquidos e instrumentos flutuantes semelhantes, termómetros, pirómetros, barómetros, higrómetros e psicrómetros, registadores ou não, mesmo combinados entre si"
9026,"Instrumentos e aparelhos para medida ou controlo do caudal (vazão), do nível, da pressão ou de outras características variáveis dos líquidos ou gases (por exemplo: medidores de caudal, indicadores de nível, manómetros, contadores de calor), exceto os ins"
9027,"Instrumentos e aparelhos para análises físicas ou químicas (por exemplo: polarímetros, refractómetros, espectrómetros, analisadores de gases ou de fumos); instrumentos e aparelhos para ensaios de viscosidade, porosidade, dilatação, tensão superficial ou s"
9028,"Contadores de gases, de líquidos ou de electricidade, incluídos os aparelhos para a sua aferição"
9029,"Outros contadores (por exemplo: contadores de voltas, contadores de produção, taxímetros, totalizadores de caminho percorrido, podómetros); indicadores de velocidade e tacómetros, exceto os das posições 9014 ou 9015; estroboscópios"
9030,"Osciloscópios, analisadores de espectro e outros instrumentos e aparelhos para medida ou controlo de grandezas elétricas; instrumentos e aparelhos para medida ou detecção de radiações alfa, beta, gama, X, cósmicas ou outras radiações ionizantes"
9031,"Instrumentos, aparelhos e máquinas de medida ou controlo, não especificados nem compreendidos em outras posições do presente capítulo; projectores de perfis"
9032,"Instrumentos e aparelhos para regulação ou controlo, automáticos"
9033,"Partes e acessórios não especificados nem compreendidos noutras posições do presente Capítulo, para máquinas, aparelhos, instrumentos ou artigos do Capítulo 90"
9101,"Relógios de pulso, relógios de bolso e relógios semelhantes (incluídos os contadores de tempo dos mesmos tipos), com caixa de metais preciosos ou de metais folheados ou chapeados de metais preciosos"
9102,"Relógios de pulso, relógios de bolso e relógios semelhantes (incluídos os contadores de tempo dos mesmos tipos), exceto os da posição 9101"
9103,Despertadores e outros relógios de mecanismo de pequeno volume
9104,"Relógios para painéis de instrumentos e relógios semelhantes, para automóveis, veículos aéreos, embarcações ou para outros veículos"
9105,"Despertadores e outros relógios e aparelhos de relojoaria semelhantes, exceto de mecanismo de pequeno volume"
9106,"Aparelhos de controlo do tempo e contadores de tempo, de mecanismo de relojoaria ou motor síncrono (por exemplo: relógios de ponto, relógios datadores, contadores de horas)"
9107,"Interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, com maquinismo de aparelhos de relojoaria ou de motor síncrono"
9108,"Mecanismo de pequeno volume para relógios, completos e montados"
9109,"Mecanismos de relojoaria, completos e montados, exceto de pequeno volume"
9110,"Mecanismos de relojoaria completos, não montados ou parcialmente montados (chablons); mecanismos de relojoaria incompletos, montados; esboços de relojoaria"
9111,Caixas de relógios das posições 9101 ou 9102 e suas partes
9112,Caixas de outros aparelhos de relojoaria e suas partes
9113,Pulseiras de relógios e suas partes
9114,Outras partes de relojoaria
9201,"Pianos, mesmo automáticos; cravos e outros instrumentos de cordas, com teclado"
9202,"Outros instrumentos musicais de cordas (por exemplo: guitarras, violinos, harpas)"
9203,"Órgãos de tubos e de teclado, harmônios e instrumentos semelhantes"
9204,Acordeões e instrumentos semelhantes; harmónicas de boca
9205,"Outros instrumentos musicais de sopro (por exemplo: clarinetes, trompetes, gaitas de foles)"
9206,"Instrumentos musicais de percussão (por exemplo, tambores, caixas, xilofones, pratos, castanholas, maracás)"
9207,"Instrumentos musicais cujo som é produzido ou amplificado por meios elétricos (por exemplo: órgãos, guitarras, acordeões)"
9208,"Caixas de música, órgãos mecânicos de feira, realejos, pássaros cantores mecânicos, serrotes musicais e outros instrumentos musicais não especificados em outra posição do presente capítulo; chamarizes de qualquer tipo; apitos, cornetas de sinais e outros "
9209,"Partes (mecanismos de caixas de música, por exemplo) e acessórios (por exemplo: cartões, discos e rolos para instrumentos mecânicos) de instrumentos musicais; metrónomos e diapasões de todos os tipos"
9301,"Armas de guerra, exceto revólveres, pistolas e armas brancas"
9302,Outros revólveres e pistolas
9303,"Outras armas de fogo e aparelhos semelhantes que utilizem a deflagração da pólvora (por exemplo: espingardas e carabinas de caça, armas de fogo carregáveis exclusivamente pela boca, pistolas lança-foguetes e outros aparelhos concebidos apenas para lançar "
9304,"Outras armas (por exemplo, espingardas, carabinas e pistolas, de mola, de ar comprimido ou de gás, cassetetes), exceto as da posição 93.07"
9305,"Partes e acessórios, dos artigos das posições 9301 a 9304"
9306,"Bombas, granadas, torpedos, minas, mísseis, cartuchos e outras munições e projécteis, e suas partes, incluídos os zagalotes, chumbos de caça e buchas para cartuchos"
9307,"Sabres, espadas, baionetas, lanças e outras armas brancas, suas partes e bainhas"
9401,"Assentos (exceto os da posição 9402), mesmo transformáveis em camas, e suas partes"
9402,"Mobiliário para medicina, cirurgia, odontologia ou veterinária (por exemplo: mesas de operação, mesas de exames, camas dotadas de mecanismos para usos clínicos, cadeiras de dentista); cadeiras para salões de cabeleireiro e cadeiras semelhantes, com dispos"
9403,Outros móveis e suas partes
9404,"Suportes elásticos para camas; colchões, edredões, almofadas, pufes, travesseiros e artigos semelhantes, equipados com molas ou guarnecidos interiormente de quaisquer matérias, compreendendo esses artigos de borracha ou de plástico alveolares, mesmo recob"
9405,"Aparelhos de iluminação (incluídos os projectores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, tabuletas ou cartazes e placas indicadoras luminosos, e artigos semelhantes, que contenham uma fonte luminosa fixa permanen"
9406,Construções pré-fabricadas
9501,Brinquedos de rodas para crianças e carrinhos para bonecos
9502,Bonecos representando exclusivamente a figura humana
9503,"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo"
9504,"Artigos para jogos de salão, incluídos os jogos com motor ou outro mecanismo, os bilhares, as mesas especiais para jogos de casino e os jogos de paulitos automáticos (boliche, por exemplo)"
9505,"Artigos para festas, carnaval ou outros divertimentos, incluídos os artigos de magia e artigos surpresa"
9506,"Artigos e equipamentos para cultura física, ginástica, atletismo, outros desportos (incluído o ténis de mesa) ou jogos ao ar livre, não especificados nem compreendidos em outras posições deste capítulo; piscinas, incluídas as infantis"
9507,"Canas de pesca, anzóis e outros artigos para a pesca à linha; camaroeiros e redes semelhantes para qualquer finalidade; iscas e chamarizes (exceto os das posições 9208 ou 9705) e artigos semelhantes de caça e pesca"
9508,"Carrosséis, baloiços, instalações de tiro ao alvo e outras diversões de parques e feiras; circos ambulantes e colecções de animais ambulantes; teatros ambulantes"
9601,"Marfim, osso, carapaça de tartaruga, chifre, pontas, coral, madrepérola e outras matérias animais para entalhar, trabalhados, e suas obras (incluídas as obras obtidas por moldagem)"
9602,"Matérias vegetais ou minerais de entalhar, trabalhadas, e suas obras"
9603,"Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual, exceto as motorizadas, espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura; "
9604,"Peneiras e crivos, manuais"
9605,"Conjuntos de viagem para toucador de pessoas, para costura ou para limpeza de calçados ou de roupas"
9606,"Botões, incluídos os de pressão; formas e outras partes, de botões ou de botões de pressão; esboços de botões"
9607,Fechos de correr (fechos éclair) e suas partes
9608,"Canetas esferográficas; canetas e marcadores de ponta de feltro ou de outras pontas porosas; canetas de tinta permanente e outras canetas; estiletes para duplicadores; lapiseiras; canetas porta-penas, porta-lápis e artigos semelhantes; suas partes (inclui"
9609,"Lápis (exceto os da posição 9608), minas, pastéis, carvões, gizes para escrever ou desenhar e gizes de alfaiate"
9610,"Lousas e quadros para escrever ou desenhar, mesmo emoldurados"
9611,"Carimbos, incluindo os datadores e numeradores, sinetes e artigos semelhantes (incluindo os aparelhos para impressão de etiquetas), manuais; dispositivos manuais de composição tipográfica e jogos de impressão manuais que contenham tais dispositivos"
9612,"Fitas impressoras para máquinas de escrever e fitas impressoras semelhantes, tintadas ou preparadas de outra forma para imprimir, montadas ou não em carretéis ou cartuchos; almofadas de carimbo, impregnadas ou não, com ou sem caixa"
9613,"Isqueiros e outros acendedores (exceto os da posição 3603), mesmo mecânicos ou elétricos, e suas partes, exceto pedras e pavios"
9614,"Cachimbos (incluindo os seus fornilhos), piteiras (boquilhas) para charutos ou cigarros, e suas partes"
9615,"Pentes, travessas para o cabelo e artigos semelhantes; alfinetes para cabelo; picos, onduladores, bigudis e artefactos semelhantes para penteados, exceto os da posição 8516, e suas partes"
9616,"Vaporizadores de toucador, suas armações e cabeças de armações; borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador"
9617,"Garrafas térmicas e outros recipientes isotérmicos montados, com isolamento produzido pelo vácuo, e suas partes (exceto ampolas de vidro)"
